date,hour,total_alerts,critical_alerts,noise_alerts,unique_rooms,hour_label,export_period
2025-05-13,20,64,2,24,5,20:00,2025-04_to_2025-07
2025-05-13,21,62,2,24,5,21:00,2025-04_to_2025-07
2025-05-13,22,45,0,22,4,22:00,2025-04_to_2025-07
2025-05-13,23,35,0,15,2,23:00,2025-04_to_2025-07
2025-05-14,0,31,0,15,1,00:00,2025-04_to_2025-07
2025-05-14,1,44,0,20,2,01:00,2025-04_to_2025-07
2025-05-14,2,38,0,9,2,02:00,2025-04_to_2025-07
2025-05-14,3,23,0,8,6,03:00,2025-04_to_2025-07
2025-05-14,4,23,0,2,1,04:00,2025-04_to_2025-07
2025-05-14,5,39,2,13,2,05:00,2025-04_to_2025-07
2025-05-14,6,39,0,7,1,06:00,2025-04_to_2025-07
2025-05-14,7,38,0,13,2,07:00,2025-04_to_2025-07
2025-05-14,8,71,7,17,4,08:00,2025-04_to_2025-07
2025-05-14,9,57,3,22,3,09:00,2025-04_to_2025-07
2025-05-14,10,56,0,19,2,10:00,2025-04_to_2025-07
2025-05-14,11,12,1,5,4,11:00,2025-04_to_2025-07
2025-05-14,12,7,0,4,2,12:00,2025-04_to_2025-07
2025-05-14,13,11,2,6,3,13:00,2025-04_to_2025-07
2025-05-14,14,8,1,1,1,14:00,2025-04_to_2025-07
2025-05-14,15,3,0,1,1,15:00,2025-04_to_2025-07
2025-05-14,16,19,3,7,5,16:00,2025-04_to_2025-07
2025-05-14,17,8,1,2,3,17:00,2025-04_to_2025-07
2025-05-14,18,2,0,0,1,18:00,2025-04_to_2025-07
2025-05-14,19,32,6,11,8,19:00,2025-04_to_2025-07
2025-05-14,20,1,0,1,1,20:00,2025-04_to_2025-07
2025-05-14,21,1,0,1,1,21:00,2025-04_to_2025-07
2025-05-14,22,10,1,4,2,22:00,2025-04_to_2025-07
2025-05-14,23,6,1,4,5,23:00,2025-04_to_2025-07
2025-05-15,0,2,0,1,2,00:00,2025-04_to_2025-07
2025-05-15,1,22,1,7,2,01:00,2025-04_to_2025-07
2025-05-15,2,11,0,6,2,02:00,2025-04_to_2025-07
2025-05-15,3,7,1,5,2,03:00,2025-04_to_2025-07
2025-05-15,4,5,0,3,3,04:00,2025-04_to_2025-07
2025-05-15,7,8,0,4,4,07:00,2025-04_to_2025-07
2025-05-15,8,7,2,5,5,08:00,2025-04_to_2025-07
2025-05-15,9,5,0,2,2,09:00,2025-04_to_2025-07
2025-05-15,11,2,0,0,2,11:00,2025-04_to_2025-07
2025-05-15,12,5,1,1,3,12:00,2025-04_to_2025-07
2025-05-15,13,5,0,1,1,13:00,2025-04_to_2025-07
2025-05-15,14,5,0,1,2,14:00,2025-04_to_2025-07
2025-05-15,15,20,0,9,5,15:00,2025-04_to_2025-07
2025-05-15,16,39,3,17,11,16:00,2025-04_to_2025-07
2025-05-15,17,40,12,8,1,17:00,2025-04_to_2025-07
2025-05-15,18,6,0,0,3,18:00,2025-04_to_2025-07
2025-05-15,19,37,5,11,5,19:00,2025-04_to_2025-07
2025-05-15,20,59,1,31,5,20:00,2025-04_to_2025-07
2025-05-15,21,66,2,26,1,21:00,2025-04_to_2025-07
2025-05-15,22,43,3,19,1,22:00,2025-04_to_2025-07
2025-05-15,23,95,1,44,3,23:00,2025-04_to_2025-07
2025-05-16,0,107,2,35,4,00:00,2025-04_to_2025-07
2025-05-16,1,71,3,31,2,01:00,2025-04_to_2025-07
2025-05-16,2,49,1,26,3,02:00,2025-04_to_2025-07
2025-05-16,3,44,0,31,6,03:00,2025-04_to_2025-07
2025-05-16,4,22,0,12,1,04:00,2025-04_to_2025-07
2025-05-16,5,25,0,14,1,05:00,2025-04_to_2025-07
2025-05-16,6,18,0,15,2,06:00,2025-04_to_2025-07
2025-05-16,7,40,0,27,1,07:00,2025-04_to_2025-07
2025-05-16,8,9,0,5,2,08:00,2025-04_to_2025-07
2025-05-16,9,9,0,7,2,09:00,2025-04_to_2025-07
2025-05-16,10,11,1,5,2,10:00,2025-04_to_2025-07
2025-05-16,11,26,3,6,7,11:00,2025-04_to_2025-07
2025-05-16,12,44,4,20,4,12:00,2025-04_to_2025-07
2025-05-16,13,14,1,10,2,13:00,2025-04_to_2025-07
2025-05-16,14,25,0,13,3,14:00,2025-04_to_2025-07
2025-05-16,15,5,0,3,3,15:00,2025-04_to_2025-07
2025-05-16,16,2,0,2,1,16:00,2025-04_to_2025-07
2025-05-16,17,6,0,2,1,17:00,2025-04_to_2025-07
2025-05-16,18,10,0,4,2,18:00,2025-04_to_2025-07
2025-05-16,19,18,1,9,2,19:00,2025-04_to_2025-07
2025-05-16,20,17,5,8,4,20:00,2025-04_to_2025-07
2025-05-16,21,5,0,2,3,21:00,2025-04_to_2025-07
2025-05-16,22,9,1,1,2,22:00,2025-04_to_2025-07
2025-05-16,23,4,0,3,3,23:00,2025-04_to_2025-07
2025-05-17,0,15,4,5,3,00:00,2025-04_to_2025-07
2025-05-17,1,5,0,2,1,01:00,2025-04_to_2025-07
2025-05-17,2,9,1,5,1,02:00,2025-04_to_2025-07
2025-05-17,4,22,2,17,5,04:00,2025-04_to_2025-07
2025-05-17,5,1,0,1,1,05:00,2025-04_to_2025-07
2025-05-17,8,3,1,2,2,08:00,2025-04_to_2025-07
2025-05-17,9,11,3,7,3,09:00,2025-04_to_2025-07
2025-05-17,10,19,4,8,4,10:00,2025-04_to_2025-07
2025-05-17,11,20,6,1,4,11:00,2025-04_to_2025-07
2025-05-17,12,17,4,0,4,12:00,2025-04_to_2025-07
2025-05-17,13,13,2,7,1,13:00,2025-04_to_2025-07
2025-05-17,14,4,0,2,1,14:00,2025-04_to_2025-07
2025-05-17,16,3,0,1,3,16:00,2025-04_to_2025-07
2025-05-17,17,3,0,1,1,17:00,2025-04_to_2025-07
2025-05-17,18,2,0,0,2,18:00,2025-04_to_2025-07
2025-05-17,19,11,0,5,3,19:00,2025-04_to_2025-07
2025-05-17,20,18,1,7,5,20:00,2025-04_to_2025-07
2025-05-17,21,9,0,1,3,21:00,2025-04_to_2025-07
2025-05-17,22,3,0,1,2,22:00,2025-04_to_2025-07
2025-05-17,23,8,0,4,4,23:00,2025-04_to_2025-07
2025-05-18,0,5,0,0,3,00:00,2025-04_to_2025-07
2025-05-18,1,19,0,11,1,01:00,2025-04_to_2025-07
2025-05-18,2,71,0,27,1,02:00,2025-04_to_2025-07
2025-05-18,3,82,0,22,2,03:00,2025-04_to_2025-07
2025-05-18,4,73,3,25,7,04:00,2025-04_to_2025-07
2025-05-18,5,39,5,3,2,05:00,2025-04_to_2025-07
2025-05-18,6,18,2,3,2,06:00,2025-04_to_2025-07
2025-05-18,7,47,1,20,2,07:00,2025-04_to_2025-07
2025-05-18,8,27,10,8,5,08:00,2025-04_to_2025-07
2025-05-18,9,8,1,2,2,09:00,2025-04_to_2025-07
2025-05-18,12,4,0,2,2,12:00,2025-04_to_2025-07
2025-05-18,13,7,1,4,2,13:00,2025-04_to_2025-07
2025-05-18,14,4,1,1,2,14:00,2025-04_to_2025-07
2025-05-18,15,6,1,3,3,15:00,2025-04_to_2025-07
2025-05-18,16,9,2,2,4,16:00,2025-04_to_2025-07
2025-05-18,17,8,1,6,3,17:00,2025-04_to_2025-07
2025-05-18,18,1,0,1,1,18:00,2025-04_to_2025-07
2025-05-18,19,5,0,3,2,19:00,2025-04_to_2025-07
2025-05-18,21,4,1,1,3,21:00,2025-04_to_2025-07
2025-05-18,23,6,0,3,1,23:00,2025-04_to_2025-07
2025-05-19,0,20,0,7,1,00:00,2025-04_to_2025-07
2025-05-19,1,1,0,1,1,01:00,2025-04_to_2025-07
2025-05-19,2,5,0,2,1,02:00,2025-04_to_2025-07
2025-05-19,3,9,0,7,3,03:00,2025-04_to_2025-07
2025-05-19,4,24,0,17,2,04:00,2025-04_to_2025-07
2025-05-19,5,51,1,34,3,05:00,2025-04_to_2025-07
2025-05-19,6,58,0,25,3,06:00,2025-04_to_2025-07
2025-05-19,7,59,1,35,3,07:00,2025-04_to_2025-07
2025-05-19,8,3,0,1,2,08:00,2025-04_to_2025-07
2025-05-19,9,6,1,1,3,09:00,2025-04_to_2025-07
2025-05-19,11,11,2,4,2,11:00,2025-04_to_2025-07
2025-05-19,12,55,2,34,6,12:00,2025-04_to_2025-07
2025-05-19,13,19,3,7,4,13:00,2025-04_to_2025-07
2025-05-19,14,17,0,6,2,14:00,2025-04_to_2025-07
2025-05-19,15,26,5,4,3,15:00,2025-04_to_2025-07
2025-05-19,16,44,12,14,8,16:00,2025-04_to_2025-07
2025-05-19,17,10,1,4,4,17:00,2025-04_to_2025-07
2025-05-19,18,7,1,2,3,18:00,2025-04_to_2025-07
2025-05-19,19,4,0,0,3,19:00,2025-04_to_2025-07
2025-05-19,20,23,3,6,5,20:00,2025-04_to_2025-07
2025-05-19,21,10,2,1,2,21:00,2025-04_to_2025-07
2025-05-19,22,2,0,1,1,22:00,2025-04_to_2025-07
2025-05-19,23,9,0,5,2,23:00,2025-04_to_2025-07
2025-05-20,0,14,1,5,4,00:00,2025-04_to_2025-07
2025-05-20,1,4,1,1,1,01:00,2025-04_to_2025-07
2025-05-20,2,8,1,3,2,02:00,2025-04_to_2025-07
2025-05-20,3,5,0,2,2,03:00,2025-04_to_2025-07
2025-05-20,4,4,0,2,2,04:00,2025-04_to_2025-07
2025-05-20,5,29,5,17,2,05:00,2025-04_to_2025-07
2025-05-20,6,39,0,17,1,06:00,2025-04_to_2025-07
2025-05-20,7,75,1,52,2,07:00,2025-04_to_2025-07
2025-05-20,8,44,2,33,2,08:00,2025-04_to_2025-07
2025-05-20,9,18,0,16,1,09:00,2025-04_to_2025-07
2025-05-20,10,11,0,8,1,10:00,2025-04_to_2025-07
2025-05-20,11,9,0,3,4,11:00,2025-04_to_2025-07
2025-05-20,12,41,1,12,6,12:00,2025-04_to_2025-07
2025-05-20,13,38,1,13,3,13:00,2025-04_to_2025-07
2025-05-20,14,44,0,21,4,14:00,2025-04_to_2025-07
2025-05-20,15,25,4,9,5,15:00,2025-04_to_2025-07
2025-05-20,16,9,1,4,4,16:00,2025-04_to_2025-07
2025-05-20,17,13,0,6,2,17:00,2025-04_to_2025-07
2025-05-20,18,8,0,2,2,18:00,2025-04_to_2025-07
2025-05-20,19,18,2,10,3,19:00,2025-04_to_2025-07
2025-05-20,20,6,0,3,2,20:00,2025-04_to_2025-07
2025-05-20,21,4,0,2,2,21:00,2025-04_to_2025-07
2025-05-20,22,4,0,0,2,22:00,2025-04_to_2025-07
2025-05-20,23,8,1,6,3,23:00,2025-04_to_2025-07
2025-05-21,0,3,0,2,1,00:00,2025-04_to_2025-07
2025-05-21,1,3,0,1,2,01:00,2025-04_to_2025-07
2025-05-21,3,2,0,2,2,03:00,2025-04_to_2025-07
2025-05-21,4,4,0,2,2,04:00,2025-04_to_2025-07
2025-05-21,5,15,0,14,1,05:00,2025-04_to_2025-07
2025-05-21,7,4,0,3,1,07:00,2025-04_to_2025-07
2025-05-21,8,8,0,4,2,08:00,2025-04_to_2025-07
2025-05-21,9,45,0,32,2,09:00,2025-04_to_2025-07
2025-05-21,10,63,11,35,3,10:00,2025-04_to_2025-07
2025-05-21,11,53,7,26,6,11:00,2025-04_to_2025-07
2025-05-21,12,32,4,11,5,12:00,2025-04_to_2025-07
2025-05-21,13,27,4,12,5,13:00,2025-04_to_2025-07
2025-05-21,14,8,0,2,3,14:00,2025-04_to_2025-07
2025-05-21,15,31,8,16,3,15:00,2025-04_to_2025-07
2025-05-21,16,55,7,11,7,16:00,2025-04_to_2025-07
2025-05-21,17,58,9,21,3,17:00,2025-04_to_2025-07
2025-05-21,18,87,17,41,4,18:00,2025-04_to_2025-07
2025-05-21,19,42,2,24,5,19:00,2025-04_to_2025-07
2025-05-21,20,59,5,24,3,20:00,2025-04_to_2025-07
2025-05-21,21,19,5,7,3,21:00,2025-04_to_2025-07
2025-05-21,22,7,0,1,2,22:00,2025-04_to_2025-07
2025-05-21,23,5,0,4,2,23:00,2025-04_to_2025-07
2025-05-22,0,89,0,37,1,00:00,2025-04_to_2025-07
2025-05-22,1,53,0,32,1,01:00,2025-04_to_2025-07
2025-05-22,2,88,2,59,1,02:00,2025-04_to_2025-07
2025-05-22,3,25,0,18,2,03:00,2025-04_to_2025-07
2025-05-22,4,72,0,43,2,04:00,2025-04_to_2025-07
2025-05-22,5,86,1,54,1,05:00,2025-04_to_2025-07
2025-05-22,6,63,0,39,1,06:00,2025-04_to_2025-07
2025-05-22,7,24,0,18,1,07:00,2025-04_to_2025-07
2025-05-22,8,39,1,22,2,08:00,2025-04_to_2025-07
2025-05-22,9,153,0,92,1,09:00,2025-04_to_2025-07
2025-05-22,10,97,2,65,1,10:00,2025-04_to_2025-07
2025-05-22,11,66,12,35,2,11:00,2025-04_to_2025-07
2025-05-22,12,67,1,29,4,12:00,2025-04_to_2025-07
2025-05-22,13,3,0,1,2,13:00,2025-04_to_2025-07
2025-05-22,14,1,0,0,1,14:00,2025-04_to_2025-07
2025-05-22,15,3,1,3,1,15:00,2025-04_to_2025-07
2025-05-22,16,6,1,3,5,16:00,2025-04_to_2025-07
2025-05-22,17,1,0,0,1,17:00,2025-04_to_2025-07
2025-05-22,18,15,3,7,1,18:00,2025-04_to_2025-07
2025-05-22,19,9,3,1,2,19:00,2025-04_to_2025-07
2025-05-22,22,1,0,1,1,22:00,2025-04_to_2025-07
2025-05-23,0,5,0,3,2,00:00,2025-04_to_2025-07
2025-05-23,1,18,4,7,2,01:00,2025-04_to_2025-07
2025-05-23,3,1,0,0,1,03:00,2025-04_to_2025-07
2025-05-23,5,1,0,0,1,05:00,2025-04_to_2025-07
2025-05-23,7,8,2,1,2,07:00,2025-04_to_2025-07
2025-05-23,8,33,3,15,2,08:00,2025-04_to_2025-07
2025-05-23,9,1,0,1,1,09:00,2025-04_to_2025-07
2025-05-23,10,32,2,13,1,10:00,2025-04_to_2025-07
2025-05-23,11,9,1,4,3,11:00,2025-04_to_2025-07
2025-05-23,12,49,0,24,1,12:00,2025-04_to_2025-07
2025-05-23,13,62,0,18,2,13:00,2025-04_to_2025-07
2025-05-23,14,55,1,20,4,14:00,2025-04_to_2025-07
2025-05-23,15,55,0,30,4,15:00,2025-04_to_2025-07
2025-05-23,16,4,0,3,3,16:00,2025-04_to_2025-07
2025-05-23,17,5,0,0,1,17:00,2025-04_to_2025-07
2025-05-23,18,9,0,4,2,18:00,2025-04_to_2025-07
2025-05-23,19,15,0,10,3,19:00,2025-04_to_2025-07
2025-05-23,20,15,2,7,4,20:00,2025-04_to_2025-07
2025-05-23,21,3,0,2,2,21:00,2025-04_to_2025-07
2025-05-23,22,12,2,4,2,22:00,2025-04_to_2025-07
2025-05-23,23,1,0,0,1,23:00,2025-04_to_2025-07
2025-05-24,2,1,0,1,1,02:00,2025-04_to_2025-07
2025-05-24,3,2,0,1,2,03:00,2025-04_to_2025-07
2025-05-24,7,4,0,3,2,07:00,2025-04_to_2025-07
2025-05-24,8,36,1,23,2,08:00,2025-04_to_2025-07
2025-05-24,9,23,1,14,1,09:00,2025-04_to_2025-07
2025-05-24,10,4,0,1,1,10:00,2025-04_to_2025-07
2025-05-24,11,6,0,4,3,11:00,2025-04_to_2025-07
2025-05-24,12,4,1,1,2,12:00,2025-04_to_2025-07
